pair	label
clipper :: limiter	0
niece :: neice	1
companion :: company	0
wool :: woollen	0
detecting :: detector	0
plum :: plumb	0
layered :: superimposed	0
thick :: thickly	2
fascinating :: captivating	0
fashion :: fashin	1
champ :: champion	2
photograph :: photo	2
ceremonial :: ceremony	2
game :: gane	0
shield :: shild	1
forward :: backward	0
spot :: spotlight	0
identification :: id	0
booty :: botty	1
aeroplane :: airplane	2
ethiopian :: ethiopic	2
loving :: love	0
fly :: flee	0
civilization :: civilisation	2
wrestling :: wrestle	2
pipe :: pupe	0
hair :: haire	0
sketching :: sketch	0
review :: revue	0
burr :: bur	0
hollow :: hallow	1
batman :: man	0
kiss :: buss	0
personalized :: customized	0
tobacco :: tabacco	1
sweet :: sweetness	0
schedule :: timetable	2
weird :: wierd	1
brush :: clash	0
situation :: site	0
tomato :: tomatoe	1
pharmacy :: pharmacist	2
cleansing :: cleanser	0
5923 :: i5923	0
father :: forefather	0
strap :: stap	0
pathway :: way	0
justice :: judge	0
analytical :: analytic	2
juicer :: reamer	0
doom :: doomsday	0
blender :: blander	1
tournament :: tourney	2
surfer :: surf	0
26x2.10 :: 26	0
trailblazer :: pathfinder	0
wrapper :: wrapping	0
cannot :: can't	2
drawing :: drafting	0
imperial :: regal	0
crab :: crabmeat	0
write :: writing	0
winding :: wind	0
damaged :: wounded	0
trailer :: trailor	1
splashing :: splash	0
korean :: korea	0
gage :: guage	0
flax :: flaxseed	2
geology :: geologist	2
teaware :: tea	0
suitable :: suited	0
caliper :: caliber	0
smoothy :: smoothie	0
alive :: alert	0
matchbox :: box	1
agate :: aggie	0
spiderman :: spoderman	1
choker 3 :: chocker	0
nichola :: nicola	0
chili :: chilly	0
harness :: harnass	1
bathtub :: tub	1
tricolor :: tricolour	2
translucent :: semitransparent	2
anthony :: antonio	0
raincoat :: rainjacket	2
engagement :: employment	0
prostate :: prostrate	0
composite :: complex	0
garden :: farden	1
point :: orient	0
ireland :: scotland	0
relationship :: kinship	0
jockey :: jocky	1
aid :: aide	1
em :: them	0
wooden :: wodden	1
drool :: dribble	0
bookcase :: bookself	2
piggy :: piglet	2
reptile :: reptilian	1
sublime :: supreme	0
turkish :: turk	2
dart :: dash	0
dressmaking :: tailoring	0
alignment :: allignment	1
asian :: asiatic	0
ripple :: riffle	0
norse :: norwegian	2
blacksmith :: blacksmithing	2
climbing :: climb	0
silverware :: tableware	0
dodge :: hedge	0
lid :: lif	0
574v2 :: 574	0
finnish :: finn	0
realistic :: naturalistic	0
paper :: pape	0
swimmer :: swimming	2
efficient :: effective	0
instructional :: instruction	2
soccerball :: soccer	1
desert :: defect	0
syrup :: sirup	1
tax :: taxation	0
xbow :: crossbow	0
youth :: you	0
rumour :: rumor	2
colored :: colorfull	0
scroll :: roll	0
couple :: couplet	0
pillowcase :: pillow	0
duty :: responsibility	0
brake :: bracken	0
danish :: dane	2
statistical :: statistic	2
scarecrow :: scarer	0
motivational :: motivation	0
blanket :: banket	1
flore :: flower	0
decision :: determination	0
caftan :: kaftan	0
mandolin :: mandoline	1
scoop :: scoup	1
riser :: raiser	2
sleepshirt :: nightshirt	0
grande :: grand	0
capacitor :: capacitance	0
examination :: exam	2
anxiety :: anxiousness	0
supporter :: garter	0
heated :: heared	1
fairy :: faery	2
howling :: shouting	0
zach :: zack	0
absorbent :: absorptive	2
since :: sith	0
organizing :: organize	0
cheese :: chese	1
developer :: designer	0
mathematical :: numerical	0
bobcat :: wildcat	0
drum :: drumfish	0
strong :: stong	0
pantyhose :: pantihose	0
geography :: geographic	2
flatware :: tableware	0
sicily :: italy	1
thumbscrew :: screw	0
mi :: michigan	0
squishy :: squashy	1
pathfinder :: trailblazer	0
geographical :: geographic	2
congratulation :: congrat	1
savior :: saviour	2
workshop :: workplace	0
recreation :: relaxation	0
plywood :: plyboard	2
spike :: spindle	0
cellphone :: phone	0
legging :: leging	1
vacuum :: vaccum	0
teacup :: tea	0
aline :: align	0
exercising :: exercise	0
gardener :: gardening	2
soldering :: sodering	1
hazel :: hazelnut	0
harmonica :: harp	0
married :: newlywed	0
haitian :: haiti	2
gymnast :: gymnastic	2
venezuela :: venezuelan	2
newyork :: york	0
train :: trian	1
basket :: handbasket	0
laminating :: lamination	2
lone :: lonely	0
analyzer :: analyser	0
vapor :: vapour	0
carmel :: caramel	0
capture :: seizure	0
splash :: slosh	0
bark :: barque	0
mother :: sister	0
fastening :: fastener	0
needlework :: needlepoint	2
engrave :: engraving	2
tight :: tigh	1
newly :: recently	0
tick :: check	0
moulding 3 :: molding	0
brush :: brusher	0
cross :: crisscross	0
delicious :: delightful	0
stranger :: outlander	0
fan :: man	0
bedsheet :: bed	0
millennium :: millenium	0
blanket :: bedsheet	0
beanie :: beenie	0
refill :: replenish	0
granddaughter :: goddaughter	0
slouch :: slump	0
trim :: trimming	0
dotted :: speckled	0
coin :: coun	1
favor :: favour	0
collection :: aggregation	0
quickly :: quick	0
fabulous :: fab	1
hamentaschen :: hamantaschen	1
online :: line	0
relax :: relaxing	0
surfer :: surfing	2
2 arctic :: artic	0
clasp :: clutch	0
teaser :: tease	0
bright :: brightly	2
billie :: billy	0
brief :: breif	0
conductor :: director	0
separate :: seperate	1
camp :: campy	0
reamer :: juicer	1
certified :: qualified	0
chrome :: crome	0
scouring :: scrubbing	2
arab :: arabian	2
teapot :: tea	0
tying :: tieing	1
colourful :: colorful	2
shining :: shinning	1
roller :: tumbler	0
information :: info	1
alive :: active	0
suitable :: desirable	0
fashion :: fashon	1
scope :: telescope	0
live :: alive	0
effective :: efficient	0
daylight :: daybreak	0
welsh :: welch	0
cleaning :: cleanup	0
italian :: sicilian	0
curb :: kerb	1
wicca :: wiccan	0
polisher :: buffer	0
meter :: metre	0
disposal :: disposer	2
supplement :: supplementation	0
paranormal :: supernatural	2
glass :: glasse	0
combination :: fusion	0
latest :: last	0
adjust :: adapt	0
clamp :: clinch	0
index :: indicator	0
sweatshirt :: sweat	0
instructor :: professor	0
colander :: strainer	0
weightlifting :: powerlifting	0
highland :: upland	0
recycle :: recycling	0
relaxing :: relax	0
17 :: 17th	0
surprise :: suprise	1
drier :: dryer	0
hunter :: hinter	0
siege :: seige	1
presentation :: introduction	0
illumination :: lumination	1
aunty :: auntie	0
swirl :: twirl	0
personalised :: personalize	0
transfer :: transmit	0
organized :: organization	0
posture :: pose	0
tombstone :: headstone	2
insurance :: assurance	0
sixth :: six	0
lollipop :: lollypop	1
motherboard :: mobo	0
smock :: frock	0
launcher :: luncher	1
flair :: flare	0
bigger :: larger	0
beading :: beadwork	2
picnic :: pinic	1
laugh :: laughter	2
elect :: elite	0
alarm :: alaram	1
barbie :: barbecue	0
alert :: alarm	0
concept :: construct	0
supporting :: support	0
homeopathic :: homeopathy	2
booklet :: pamphlet	2
hallway :: hall	0
metric :: metrical	0
porthole :: port	0
basket :: basketful	0
vegetarian :: vegan	0
jasmine :: jasmin	1
lyrical :: lyric	2
rubber :: ribber	1
israel :: israeli	2
sock :: sick	0
rank :: rate	0
clutch :: cling	0
journal :: journel	1
mystic :: mistic	1
diagnosis :: diagnosing	2
brek :: break	0
painting :: panting	0
youre :: you	0
friend :: freind	1
school :: schooling	0
festival :: feast	0
sat :: satellite	0
spicy :: spicey	1
moulding :: modeling	0
colouring :: coloring	0
machinery :: machine	0
detector :: detecter	1
carrie :: carry	0
wearing :: wear	0
zone :: zona	0
suit :: befit	0
package :: parcel	2
title :: style	0
earing :: earring	1
lime :: limestone	0
half :: halve	2
frontier :: border	0
dinner :: supper	2
flirt :: flirting	2
lemonade :: lemonaide	2
winter :: wintertime	2
mart :: marketplace	0
kerchief :: neckerchief	0
spoon :: teaspoon	0
cart :: handcart	0
latina :: latino	2
sydney :: syd	0
lube :: lubricate	0
aussie :: australian	0
greek :: greece	0
sauce :: saice	1
zigzag :: zig	0
trace :: tracing	0
inspiring :: inspiration	2
lord :: overlord	0
scented :: perfumed	2
morn :: morning	0
indonesia :: indonesian	2
flap :: flutter	0
indonesian :: indonesia	2
cacao :: cocao	0
troll :: trolling	0
drawstring :: string	0
career :: calling	0
srub :: scrub	0
cheetah :: cheeta	1
flavouring :: seasoning	2
maggy :: maggie	0
bump :: bulge	0
extended :: extensive	0
battle :: battleground	0
moisture :: moister	1
prince :: princess	0
sock :: soc	1
restraint :: constraint	0
alignment :: alliance	0
info :: information	2
multimeter :: meter	0
vaughan :: vaughn	0
omelet :: omelette	0
doorknob :: door	0
artifact :: artefact	2
interviewing :: interview	2
math :: mathematical	0
tablecover :: tablecloth	0
incense :: insense	1
bunkbed :: bunk	0
smoky :: smokey	0
guard :: bodyguard	0
analogue :: analog	0
moccasin :: mocassin	0
youth :: young	0
rowing :: row	0
plastic :: pliant	0
mathematical :: mathematic	2
humanity :: humankind	2
output :: input	0
wipe :: wiped	0
combination :: combining	0
dice :: die	2
styling :: stying	1
handkerchief :: hankie	0
mould :: model	0
russel :: russell	0
frost :: freeze	0
wrangler :: wrangled	0
sage :: salvia	0
drink :: deink	0
cinnamon :: cinamon	1
interpretation :: version	0
arrangement :: arrangment	1
cauldron :: caldron	1
diver :: plunger	0
stage :: arrange	0
2008 classic :: 2006	0
exercise :: exercising	0
repeater :: router	0
table :: tabel	1
bookend 2 :: book	0
hobbit :: hobit	1
birthday :: birthdate	0
gummy :: gummed	0
stump :: stomp	0
880v10 :: 880	0
nickle :: nickel	0
teether :: teething	0
enhancement :: enlargement	0
olympic :: olympian	2
allan :: allen	0
chakra :: charka	1
danse :: dance	0
ballpen :: pen	1
editor :: editing	0
recognition :: identification	0
bore :: calibre	0
listening :: hearing	2
jewel :: bejewel	0
inverter :: invertor	0
shoulder :: shoulde	1
dodge :: dodging	2
three :: third	0
stepstool :: stool	1
fuel :: fule	1
genius :: genious	1
gathering :: gather	0
managing :: management	2
devotional :: devotion	2
advertisement :: advertising	2
16 :: 16th	0
internet :: net	0
fraternity :: frat	2
hippie :: hipster	0
abdominal :: ventral	0
padding :: cushioning	2
legging :: leggin	0
labradoodle :: goldendoodle	0
matress :: mattress	0
critical :: vital	0
sleek :: slick	0
gun :: gunman	0
wicker :: whicker	1
motorized :: mechanized	0
opened :: open	2
scope :: oscilloscope	0
daughter :: mother	0
monitor :: moniter	0
encyclopedia :: encyclopaedia	2
premier :: premiere	1
topographic :: topographical	2
feminism :: feminist	2
checker :: check	0
heaven :: eden	0
tip :: tiptoe	0
flight :: flying	0
mommy :: mother	0
pile :: bundle	0
glass :: glaze	0
powerlifting :: weightlifting	0
danni :: dani	0
tambourine :: tamborine	1
salt :: salinity	0
collage :: montage	0
marking :: scoring	0
hunting :: hinting	1
bitter :: biting	0
flying :: flight	0
riding :: ridding	1
edema :: oedema	2
medieval :: mideval	1
embossing :: emboss	0
telephone :: telephony	0
co :: colorado	0
artificial :: unreal	0
position :: posture	0
textbook :: handbook	0
panel :: panal	1
caffeine :: caffiene	1
meow :: miaow	2
office :: offic	1
compression :: condensation	0
vote :: voting	2
fig :: figure	0
writing :: writting	1
version :: interpretation	0
controller :: comtroller	1
fourth :: four	0
sweatsuit :: tracksuit	0
personalize :: personalized	0
neighborhood :: neighbourhood	2
behaviour :: behavior	2
ballad :: ballade	1
creative :: inventive	0
ajustable :: adjustable	0
synthetic :: semisynthetic	0
project :: projection	0
marquise :: marquee	0
gift :: gif	0
true :: truthful	0
route :: road	0
biological :: natural	0
bomb :: bom	0
reflex :: reflexive	2
nightclub :: club	0
dressing :: stuffing	0
flag :: sag	0
nexus :: network	0
jam :: jamming	0
moisturizer :: moisturiser	0
butcher :: slaughter	0
stem :: staunch	0
bound :: boundary	0
jamaican :: jamaica	2
serbian :: croatian	0
diana :: dianna	0
trekking :: hiking	0
scorpion :: scorpio	0
remodeling :: renovation	0
6201z :: 6201	0
chevrolet 11 :: chevy	0
120ohm :: 120	0
syrup :: syrop	0
mannequin :: manakin	1
seal :: sealskin	0
calfskin :: calf	0
neck :: kneck	1
valley :: vale	0
caddie :: caddy	0
lt295 :: 295	0
loud :: loudly	0
license :: lisence	1
storehouse :: store	0
crispbread :: cracker	0
theme :: themed	0
sway :: swing	0
compression :: contraction	0
shirtdress :: dress	1
transport :: transportation	2
dinner :: dine	0
section :: segment	0
rose :: rosebush	0
goalkeeper :: goalkeeping	2
secret :: secrete	1
button :: botton	0
mindfulness :: mindful	2
hedge :: hedging	0
rotation :: gyration	0
wheel :: whell	1
scraper :: scrapper	0
investigation :: investigating	2
hubby :: husband	2
matthew :: mathew	1
outing :: hiking	0
supporting :: encouraging	0
placemat :: tablemat	2
woodpecker :: pecker	0
ganesha :: ganesh	0
blaze :: blazing	2
barbell :: barbel	0
entrance :: entranceway	2
traveling :: travelling	1
fiance :: fiancee	2
statue :: stature	1
socialism :: marxism	0
favorite :: favourite	0
adventure :: venture	0
pinky :: pinkie	0
important :: import	0
supreme :: sublime	0
shucker :: oyster	0
circle :: encircle	0
eating :: dining	0
customized :: personalized	0
jon :: john	0
insulating :: insulation	2
necktie :: tie	0
twelfth :: twelve	0
anon :: anonymous	0
programmer :: programer	1
supra :: super	0
privacy :: secrecy	0
scribble :: doodle	0
press :: compress	0
shaping :: defining	0
mason :: freemason	0
running :: jogging	0
chanukah :: hanukah	2
gymnastic :: gymnast	0
pizza :: piza	1
shinning :: shining	0
pillbox :: pill	0
mystery :: mistery	1
laser :: leaser	1
adornment :: ornament	0
check :: tick	0
ramp :: rage	0
romania :: roumania	2
hanger :: hangar	0
doctor :: docter	1
week :: workweek	0
jack :: jackstone	0
barbell :: dumbell	0
raccoon :: racoon	0
pinscher :: schnauzer	0
blossom :: bloom	0
incorporated :: inc	2
ballon :: baloon	0
nite :: night	0
bedspread :: bedcover	2
noodle :: noddle	1
magical :: magic	0
snocross :: snowmobile	0
spill :: splatter	0
swedish :: danish	0
chiropractor :: chiropractic	2
effective :: effect	0
giving :: gift	0
hiking :: hicking	1
dual :: duple	0
august :: aug	1
boot :: boor	1
potato :: potatoe	1
jegging :: legging	0
cooling :: chilling	0
speech :: speach	1
memo :: memorandum	2
varicose :: varix	0
handing :: hanging	0
breaking :: broken	0
valve :: valvula	0
feminist :: feminism	2
medicine :: medicin	1
bookshop :: book	0
tester :: examiner	0
twine :: twist	0
arrangement :: arranging	0
smell :: smack	0
korea :: korean	0
grandchild :: grandkid	0
26x1.75 :: 26	0
sophia :: sofia	0
rattle :: rattling	0
racquet :: raquet	2
comic :: comedian	0
wallpaper :: paper	0
blush :: flush	0
maid :: maiden	0
hockey :: hocket	1
rumor :: rumour	2
measurement :: mensuration	0
wrestling :: grappling	0
awareness :: consciousness	0
allover :: over	0
gator :: alligator	2
growing :: increasing	0
antiperspirant :: deodorant	0
sync :: synchronize	2
accordion :: accordian	1
locator :: locater	1
batter :: hitter	0
socket :: outlet	0
golf :: golfing	0
recycle :: reuse	0
sunset :: sunrise	0
cook :: cooking	0
wheel :: weel	1
scrubbing :: scouring	0
notecard :: card	1
playsuit :: jumpsuit	0
traveler :: traveller	0
gym :: gymnasium	2
gard :: guard	0
aire :: air	0
potato :: patato	1
invasion :: intrusion	0
rotatable :: turnable	0
champ :: chew	0
spotlight :: limelight	0
primrose :: primula	0
sponge :: spunge	1
flute :: fluting	0
rom :: rome	0
glitter :: glint	0
backpack :: pack	1
gentleman :: gentlemen	0
doughnut :: donut	0
fighting :: fight	0
heater :: heate	0
lubricant :: lubrication	0
somalia :: somali	2
nickel :: nickle	0
volley :: volleyball	0
cosplay :: costume	0
liter :: litre	0
tween :: teen	0
savannah :: savanna	2
exhibition :: exposition	2
nightie :: nighty	0
brazil :: brasil	1
sub :: substitute	0
karat :: carat	0
capacity :: capability	0
pregnant :: pregnancy	0
court :: courtyard	0
waiting :: wait	0
scrapbook :: book	1
comfort :: consolation	0
humor :: humerous	1
block :: blockage	0
rust :: rusting	0
tile :: shingle	0
island :: isle	1
sanitizer :: sanitize	2
un :: uno	0
rising :: emerging	0
diamond :: diamante	0
dreaming :: dream	2
acupuncture :: acupressure	0
an8008 :: 8008	0
technical :: mechanical	0
doggy :: dog	2
court :: courtroom	0
buddha :: buddhist	2
socket :: sucket	0
summertime :: summer	2
introduction :: insertion	0
transmission :: transmitting	0
nightdress :: nightgown	0
sandwich :: sandwhich	1
stack :: smokestack	0
engaged :: occupied	0
bound :: border	0
game :: gamed	1
llama :: lama	0
emboss :: embossing	0
sunhat :: hat	0
stopper :: stopple	0
macaron :: macaroon	0
leveling :: levelling	0
gentleman :: man	0
cup :: cupful	0
filter :: filtre	0
concentrated :: concentrate	0
painting :: paining	0
magic :: majic	1
nightie :: nightgown	2
conversion :: transition	0
dane :: danish	2
chisel :: cheat	0
howl :: howling	2
molding :: moulding	0
hike :: hiking	0
organization :: organizational	0
diet :: dieting	2
headwrap :: headband	0
organize :: organizing	2
auxiliary :: auxilary	1
do :: dont	0
toad :: pad	0
est :: st	0
cutter :: cuter	0
facing :: cladding	0
prime :: premier	0
regal :: imperial	0
hoodie :: hoddie	1
publication :: publishing	0
dragonfly :: butterfly	0
tracksuit :: sweatsuit	0
acid :: acidic	0
slit :: slice	0
pharmaceutical :: pharma	1
version :: adaptation	0
type :: typecast	0
hedge :: fudge	0
smiling :: smiley	0
maker :: manufacturer	0
zippered :: zipped	0
rifle :: riffle	1
cave :: cove	0
visor :: vizor	0
flagpole :: flag	0
field :: battlefield	0
nursery :: nursey	1
muscle :: muscleman	0
backpacking :: hiking	0
concave :: biconcave	0
algae :: alga	1
arch :: archway	0
quantity :: qty	1
italian :: italy	0
assurance :: confidence	0
weighted :: weighed	1
mower :: lawnmower	0
flowerpot :: pot	0
calendar :: calandar	0
lady :: ladie	0
urne :: urn	0
bachelor :: bach	0
trilogy :: triology	1
guardian :: gardian	1
six :: sixth	0
shinguard :: shin	0
amazing :: astonishing	0
bedsheet :: sheet	0
tempered :: toughened	0
narwhal :: narwal	1
scrub :: scouring	0
allowed :: authorized	0
veranda :: verandah	1
alive :: live	0
embrace :: embracing	2
blast :: gust	0
group :: grouping	0
tracking :: trailing	0
interface :: interphase	0
balance :: counterbalance	0
measurement :: measure	0
2019 smartphone :: phone	1
wish :: wishing	2
horn :: hirn	1
background :: backround	1
capsule :: capsulate	0
genesis :: generation	0
crossing :: crossover	0
deep :: deeply	0
gardening :: garden	0
defense :: defence	0
space :: distance	0
foglight :: headlight	0
extension :: propagation	0
footrest :: footstool	0
warehouse :: storehouse	0
simple :: simpleton	0
peek :: peep	0
exfoliating :: exfoliate	0
mattress :: matress	0
collar :: colar	0
norwegian :: norway	2
browband :: bridle	0
highly :: extremely	0
passenger :: passanger	1
flipflop :: flop	0
server :: waiter	0
notice :: notification	0
scrunchie :: scrunchy	0
dealer :: trader	0
rack :: wrack	0
crocheter :: crochet	0
chalkboard :: blackboard	0
exercise :: excercise	0
hall :: hallway	0
component :: element	0
banana :: banan	1
bookkeeping :: book	0
trademark :: hallmark	0
recovery :: retrieval	0
substitute :: sub	1
stair :: step	0
speedometer :: odometer	0
rebellion :: revolt	2
strength :: strenght	1
cracker :: craker	1
philosophical :: philosophy	2
300 :: is300	0
blackboard :: chalkboard	2
glen :: glenn	0
wavy :: wavey	1
sensory :: sensorial	0
cracker :: firecracker	0
ceiling :: celling	0
loading :: load	0
resin :: rosin	0
barbecue :: barbeque	0
woman :: womanhood	0
renegade :: rebel	0
amy :: amanda	0
antibacterial :: antimicrobial	2
never :: ever	0
chameleon :: chamaeleon	1
hardness :: hardship	0
berg :: iceberg	0
sleeve :: sleave	1
number :: numeral	0
teenager :: teenage	0
woodworker :: woodworking	0
sulfate :: sulphate	0
sciatica :: sciatic	0
hairnet :: hair	0
reflection :: expression	0
building :: build	0
camping :: backpacking	0
meditation :: speculation	0
violence :: force	0
wooden 500 :: 1000	0
mankind :: humankind	2
urethral :: urethra	2
lifeguard :: lifesaver	0
booklet :: leaflet	0
witch :: wiccan	0
peruvian :: peru	2
background :: backdrop	0
voice :: vox	0
eden :: heaven	0
geographic :: geographical	0
corporation :: company	0
hairpin :: hairclip	0
installation :: installment	0
tableware :: dinnerware	0
dinnerware :: dishware	0
computer :: compter	1
fact :: act	0
reflection :: contemplation	0
kittie :: kitty	0
adaptor :: adopter	0
nightshirt :: night	0
expression :: reflection	0
highway :: motorway	2
fashioner :: fashion	0
masquerade :: mask	0
pyjama :: pajama	0
polypropylene :: polypropelene	1
stomach :: stomache	2
buddha :: budha	1
ballon :: balloon	0
forth :: fourth	0
india :: indian	2
shorthaired :: shorthair	2
building :: assembling	0
footstool :: footrest	2
groomsmen :: groomsman	2
harp :: harmonica	0
mouse :: moue	1
grandmother 2 :: grandma	0
benjamin :: ben	0
reception :: receipt	0
science :: sience	1
posture :: position	0
ab :: abdominal	2
mystic :: mystical	2
coaster :: rollercoaster	0
milestone :: milepost	0
charger :: chargee	0
stimulation :: stimulus	0
go :: good	0
naturally :: nature	0
deck :: decorate	0
pleated :: pleaded	0
boot :: noot	1
arrangement :: agreement	0
restoration :: return	0
racquetball :: ball	1
laboratory :: lab	0
sober :: sobriety	2
ratchet :: rachet	0
doggie :: dog	2
wagon :: waggon	0
saffron :: safron	1
dance :: dancer	0
thrust :: throw	0
float :: floaty	0
bathroom :: restroom	0
swaddle :: swaddled	0
resistance :: resistence	1
address :: adress	1
trailing :: tracking	0
ritual :: rite	0
bartender :: bartending	0
ring :: rong	0
26x1.95 :: 26	0
flirty :: flirt	2
gloss :: glossary	0
st :: est	0
wrangler :: wangler	1
burnt :: burned	2
pipet :: pipette	0
eighth :: eight	0
imagination :: vision	0
tyrannosaurus :: tyrannosaur	2
seasoning :: flavouring	0
newly :: freshly	0
weaner :: wean	0
leadership :: leading	1
confidence :: assurance	0
scrunchie :: scrunch	0
tan :: tangent	0
manitobah :: manitoba	0
infinite :: infinate	1
noiseless :: soundless	2
whisper :: whispering	2
rocket :: skyrocket	0
weightlifting :: bodybuilding	0
financial :: finance	2
fixation :: fixing	0
saddle :: saddleback	0
holder :: holde	1
sensitive :: sensible	0
toss :: pass	0
pigeon :: pidgeon	1
mannequin :: mannikin	1
numeral :: numerical	2
artisan :: craftsman	0
mariner :: seafarer	2
shoe :: horseshoe	0
carry :: carrie	0
bedspread :: spread	0
juice :: juicing	0
inca :: inka	1
hang :: cling	0
knock :: whack	0
emboss :: boss	0
parquet :: parquetry	0
let :: lease	0
waiter :: server	0
vocabulary :: glossary	0
italy :: sicily	0
closure :: closing	0
nutrition :: nutritional	0
flake :: fake	0
winch :: windlass	0
behavioral :: behavioural	2
window :: windowpane	0
holder :: holer	0
bound :: bounce	0
lap :: overlap	0
ruffle :: ruffled	0
johny :: johnny	0
ukulele :: uke	0
morning :: morn	1
irresistible :: irresistable	1
baloon :: ballon	0
spread :: spreading	0
grief :: grieving	2
coke :: cocacola	2
lineman :: linemen	2
fair :: fairly	0
presentation :: demonstration	0
doorway :: door	0
apple :: aple	1
john :: jonathan	0
abs :: abdominal	2
organizing :: organized	0
orb :: orbit	0
starry :: stary	1
aunty :: aunt	2
abdomen :: abdominal	2
washroom :: bathroom	0
antimicrobial :: antibacterial	2
flexible :: pliable	0
scotland :: ireland	0
exhibition :: expo	2
carroll :: carrol	1
sizing :: size	0
paint :: pigment	0
plow :: plough	2
organization :: administration	0
disabled :: handicapped	0
mythology :: myth	2
absolutely :: perfectly	0
ballgown :: gown	1
offer :: volunteer	0
bandsaw :: saw	1
buddhist :: buddha	2
healthy :: healthier	0
aide :: aid	0
tunnel :: tunel	0
jewelery :: jewellery	0
calling :: career	0
alternative :: alternate	2
lt325 :: 325	0
around :: round	0
don :: dont	0
guidebook :: guide	2
energizer :: energiser	2
holder :: owner	0
dirt :: shirt	0
programming :: programing	1
thigh :: tigh	1
mar 270 :: man	0
billiard :: billard	0
oarlock :: oar	0
hamburger :: burger	1
rose :: roseate	0
part :: depart	0
tag :: rag	0
envelope :: envelop	0
sec :: second	0
consciousness :: awareness	0
putting :: putt	2
appliance :: convenience	0
scorpio :: scorpion	0
faster :: quicker	2
alien :: alienate	0
inspirational :: motivational	0
metre :: meter	2
upholstery :: upholster	2
sundress :: dress	0
measure :: measurement	0
absorption :: concentration	0
special :: exceptional	0
schnauzer :: pinscher	0
drip :: dribble	0
shepard :: shepherd	0
drawing :: drawling	1
cheering :: cheer	0
ky :: kentucky	0
mood :: modality	0
armored :: armoured	0
tasting :: taste	0
doorknocker :: knocker	2
stitch :: stich	0
allie :: ally	0
flapper :: flap	0
stable :: stall	0
scene :: scenery	0
springtime :: spring	2
organized :: organizing	0
glossy :: glistening	0
blooming :: bloom	0
supplement :: suppliment	0
highlight :: highlighting	0
regulator :: governor	0
hazelnut :: hazlenut	1
freezing :: freeze	2
satellite :: sat	1
peppermint :: mint	0
identification :: recognition	0
swedish :: swede	2
surgical :: surgery	0
biking :: cycling	0
bussiness :: business	0
skimp :: scamp	0
hummer :: humvee	2
sudoku :: sodoku	1
advertising :: advertisement	2
photo :: photograph	0
raising :: rearing	0
demo :: demonstration	0
sandpaper :: sand	0
shake :: milkshake	0
reproduction :: replica	2
electro :: electronic	0
mexican :: mexico	0
686 woman :: man	0
canister :: canaster	1
violin :: violinist	0
outlander :: stranger	0
neckerchief :: kerchief	1
corporate :: collective	0
enclosure :: encloser	0
norse :: nordic	2
we :: were	0
nordic :: norse	2
pediatric :: paediatric	2
saber :: sabre	0
reinforcement :: reward	0
vibrating :: vibrate	0
medal :: medallion	0
mailbag :: bag	1
quartz :: quart	0
italy :: italian	2
button :: boton	0
2008 classic :: 2005	0
congratulation :: felicitation	2
luminous :: lucent	0
anonymous :: anon	1
automotive :: automative	1
hanukkah :: hannukah	2
organizer :: arranger	0
leadership :: leader	0
statement :: argument	0
decor :: decore	0
fuse :: fusee	1
hi :: hiya	0
surface :: microsurface	0
corporation :: corp	2
colorado :: co	0
sonic :: transonic	0
islam :: islamic	2
charge :: chargee	1
reading :: recitation	0
jamaica :: jamaican	0
bottle :: bootle	1
labradoodle :: labrador	0
tot :: total	0
head :: heady	0
fall :: spill	0
eddie :: edward	0
rattan :: ratten	1
flash :: flashgun	0
fidget :: fidgeter	0
tub :: bathtub	0
factor :: divisor	0
birder :: bird	0
fundamental :: primal	0
melissa :: melisa	0
bulk :: bulge	0
leg :: peg	0
cheerleader :: cheerleading	0
candelabrum :: candelabra	0
garter :: supporter	0
restroom :: bathroom	0
multimeter :: voltmeter	0
pendent :: pendant	0
ton :: tonne	0
adjustment :: adjusting	0
whiskey :: wiskey	1
cleaning :: cleanning	1
nightgown :: nightdress	0
trench :: ditch	2
isle :: island	0
bouncing :: bouncy	0
quadcopter :: quadrocopter	0
passage :: passageway	2
dormitory :: dorm	2
spindle :: spike	0
botanic :: botanical	2
worker :: labourer	0
hippie :: hippy	0
cycling :: cyclist	0
compression :: compaction	0
sleigh :: sled	0
input :: output	0
pic :: picture	0
paint :: painy	1
exploration :: explorer	0
trailblazer :: pioneer	0
fluid :: fluent	0
reflector :: reflecter	1
terrible :: unspeakable	0
raised :: elevated	0
teakettle :: kettle	0
yummy :: yum	2
crest :: crown	0
beauty :: beaut	1
robotic :: robot	0
igniter :: ignitor	0
grid :: gridiron	0
serger :: sewing	0
rim :: brim	0
gravity :: gravitation	0
ginseng :: ginsing	1
analyser :: analyzer	0
vacuum :: vacum	0
poinsettia :: poinsetta	1
bootie :: bootee	1
insole :: innersole	0
ignition :: inflammation	0
knob :: nob	0
poker :: salamander	0
jamie :: jaime	1
circuit :: circumference	0
fluent :: fluid	0
independent :: independant	1
switch :: swith	1
superstar :: allstar	0
hawaii :: hawaiian	0
choirboy :: boy	0
sketchbook :: sketchpad	2
enlargement :: enhancement	0
john :: jon	0
charger :: courser	0
cycling :: bicycling	0
getting :: going	0
civic :: civil	0
blind :: blinde	1
grove :: groove	0
ann :: anne	0
beany :: beanie	0
coffeemaker :: coffee	0
